fw	class	nMethods	nPorted
Flexo	NSException	2	0
Flexo	FFDisabledBufferPoolManager	2	0
Flexo	FFDisableLatencyCompensationPreferenceObserver	2	0
Flexo	FFFlippableView	2	0
Flexo	FFMDUIEmptyStateButtonLabelLayer	2	0
Flexo	FFNotificationState	2	0
Flexo	NSKeyedUnarchiver	2	0
Flexo	FFSmallCapsUtilities	2	0
Flexo	FFSubscriptionUtils	2	0
Flexo	FFThreadStorage	2	0
Flexo	NSValueTransformer	2	0
Flexo	FFTipSetupHelper	2	0
Helium	std::__1::vector<HGRef<HGParamField>, std::__1::allocator<HGRef<HGParamField>>>	2	0
Helium	std::__1::shared_ptr<HGComputeDevice const>	2	0
Helium	std::__1::vector<HGRect, std::__1::allocator<HGRect>>	2	0
Helium	non-virtual thunk to std::__1::basic_stringstream<char, std::__1::char_traits<char>, std::__1::allocator<char>>	2	0
Helium	virtual thunk to std::__1::basic_stringstream<char, std::__1::char_traits<char>, std::__1::allocator<char>>	2	0
Helium	HGTraversal::IterativeUniqueTraversal<(HGTraversal::NodeInput)1, (HGTraversal::IteratorOrder)0, (HGTraversal::TraversalOrder)0, (HGTraversal::InputOrder)0>::Visitor	2	0
Helium	HGRef<HGBitmap>* std::__1::vector<HGRef<HGBitmap>, std::__1::allocator<HGRef<HGBitmap>>>	2	0
Helium	std::__1::deque<unsigned long, std::__1::allocator<unsigned long>>	2	0
Helium	std::__1::vector<HGRef<HGPixelBufferObj>, std::__1::allocator<HGRef<HGPixelBufferObj>>>	2	0
Helium	void std::__1::__split_buffer<HGTextureManager::TextureEntry*, std::__1::allocator<HGTextureManager::TextureEntry*>>::emplace_back<HGTextureManager	2	0
Helium	void std::__1::__split_buffer<TextureDeleteQueue::DeleteRequest*, std::__1::allocator<TextureDeleteQueue::DeleteRequest*>>::emplace_back<TextureDeleteQueue	2	0
Helium	void std::__1::__split_buffer<HGPool::Entry<__CVBuffer*, HGCVPixelBufferPool::Descriptor>*, std::__1::allocator<HGPool::Entry<__CVBuffer*, HGCVPixelBufferPool::Descriptor>*>>::emplace_back<HGPool::Entry<__CVBuffer*, HGCVPixelBufferPool	2	0
Helium	void std::__1::__split_buffer<HGPool::Entry<id<MTLHeap>, HGMetalHeapPool::Descriptor>*, std::__1::allocator<HGPool::Entry<id<MTLHeap>, HGMetalHeapPool::Descriptor>>>::emplace_back<HGPool::Entry<id<MTLHeap>, HGMetalHeapPool	2	0
Helium	void std::__1::__split_buffer<HGPool::Entry<id<MTLBuffer>, HGMetalBufferPool::Descriptor>*, std::__1::allocator<HGPool::Entry<id<MTLBuffer>, HGMetalBufferPool::Descriptor>>>::emplace_back<HGPool::Entry<id<MTLBuffer>, HGMetalBufferPool	2	0
Helium	void std::__1::__split_buffer<HGPool::Entry<id<MTLBuffer>, HGMetalBufferWrapperInfinipool::Descriptor>*, std::__1::allocator<HGPool::Entry<id<MTLBuffer>, HGMetalBufferWrapperInfinipool::Descriptor>>>::emplace_back<HGPool::Entry<id<MTLBuffer>, HGMetalBufferWrapperInfinipool	2	0
Helium	void std::__1::__split_buffer<HGPool::Entry<id<MTLTexture>, HGMetalTexturePool::Descriptor>*, std::__1::allocator<HGPool::Entry<id<MTLTexture>, HGMetalTexturePool::Descriptor>>>::emplace_back<HGPool::Entry<id<MTLTexture>, HGMetalTexturePool	2	0
Helium	void std::__1::__split_buffer<HGPool::Entry<id<MTLTexture>, HGMetalTextureWrapperInfinipool::Descriptor>*, std::__1::allocator<HGPool::Entry<id<MTLTexture>, HGMetalTextureWrapperInfinipool::Descriptor>>>::emplace_back<HGPool::Entry<id<MTLTexture>, HGMetalTextureWrapperInfinipool	2	0
Helium	void std::__1::__split_buffer<HGMemoryManager::Block**, std::__1::allocator<HGMemoryManager::Block**>>::emplace_back<HGMemoryManager	2	0
Helium	HGRef<HGNode>* std::__1::vector<HGRef<HGNode>, std::__1::allocator<HGRef<HGNode>>>	2	0
Helium	std::__1::list<HGGPUReadbackJob*, std::__1::allocator<HGGPUReadbackJob*>>	2	0
Helium	std::__1::list<HGRenderExecUnit*, std::__1::allocator<HGRenderExecUnit*>>	2	0
Helium	std::__1::list<HGUserJob*, std::__1::allocator<HGUserJob*>>	2	0
Helium	std::__1::vector<HGLayerParams, std::__1::allocator<HGLayerParams>>	2	0
Helium	std::__1::vector<float, std::__1::allocator<float>>	2	0
Helium	std::__1::vector<HGBinding, std::__1::allocator<HGBinding>>	2	0
Helium	HGBinding* std::__1::vector<HGBinding, std::__1::allocator<HGBinding>>	2	0
Helium	HGDefaultPolicies	2	0
Helium	void std::__1::__split_buffer<HGMemoryManager::Block**, std::__1::allocator<HGMemoryManager::Block**>>::emplace_front<HGMemoryManager	2	0
Helium	std::__1::deque<TextureDeleteQueue::DeleteRequest, std::__1::allocator<TextureDeleteQueue::DeleteRequest>>	2	0
Helium	HGMetalTexturePool::Descriptor	2	0
Helium	HGPool::List<id<MTLTexture>, HGMetalTexturePool::Descriptor, true>	2	0
Helium	HGPool::Entry<id<MTLTexture>, HGMetalTexturePool::Descriptor>	2	0
Helium	std::__1::bad_function_call	2	0
Helium	HGTiming	2	0
Helium	HGStorage3DLUT	2	0
Helium	unsigned long HGPool::GroupServicingPolicy::_maxValue<(HGPool::GroupServicingPolicy	2	0
Helium	operator<<(std::__1::basic_ostream<char, std::__1::char_traits<char>>&, HGDotGraph	2	0
Helium	virtual thunk to std::__1::basic_ostringstream<char, std::__1::char_traits<char>, std::__1::allocator<char>>	2	0
Helium	std::__1::vector<HGNode*, std::__1::allocator<HGNode*>>	2	0
Helium	__HGStats_private::operator<<(std::__1::basic_ostream<char, std::__1::char_traits<char>>&, __HGStats_private::NodeOut<HGNode const>	2	0
Helium	__HGStats_private::operator<<(std::__1::basic_ostream<char, std::__1::char_traits<char>>&, __HGStats_private::NodeOut<HGNode>	2	0
Helium	__HGStats_private::operator<<(std::__1::basic_ostream<char, std::__1::char_traits<char>>&, __HGStats_private::NodeOut<std::type_info const>	2	0
Helium	__HGStats_private::operator<<(std::__1::basic_ostream<char, std::__1::char_traits<char>>&, __HGStats_private::NodeOut<std::type_info>	2	0
Helium	void __HGStats_private	2	0
Helium	void __HGStats_private::probe<std	2	0
Helium	void __HGStats_private::OpStats<__HGStats_private::StatsProfile>::merge<__HGStats_private	2	0
Helium	void __HGStats_private::printNodeStats<HGNode, __HGStats_private	2	0
Helium	HGTraversal::IterativeUniqueTraversal<(HGTraversal::NodeInput)0, (HGTraversal::IteratorOrder)0, (HGTraversal::TraversalOrder)0, (HGTraversal::InputOrder)0>::Visitor	2	0
Helium	HGTraversal::IterativeUniqueTraversal<(HGTraversal::NodeInput)0, (HGTraversal::IteratorOrder)1, (HGTraversal::TraversalOrder)1, (HGTraversal::InputOrder)1>::Visitor	2	0
Helium	HGTraversal::IterativeUniqueTraversal<(HGTraversal::NodeInput)0, (HGTraversal::IteratorOrder)0, (HGTraversal::TraversalOrder)1, (HGTraversal::InputOrder)1>::Visitor	2	0
Helium	HGTraversal::IterativeUniqueTraversal<(HGTraversal::NodeInput)1, (HGTraversal::IteratorOrder)1, (HGTraversal::TraversalOrder)1, (HGTraversal::InputOrder)1>::Visitor	2	0
Helium	HGTraversal::IterativeUniqueTraversal<(HGTraversal::NodeInput)1, (HGTraversal::IteratorOrder)0, (HGTraversal::TraversalOrder)1, (HGTraversal::InputOrder)1>::Visitor	2	0
Helium	std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>>>	2	0
Helium	HGArray<HGRect, (HGFormat)0>	2	0
Helium	HGArray<HEdge*, (HGFormat)0>	2	0
Helium	HGArray<HGNode*, (HGFormat)0>	2	0
Helium	std::__1::basic_ifstream<char, std::__1::char_traits<char>>	2	0
Helium	virtual thunk to std::__1::basic_ifstream<char, std::__1::char_traits<char>>	2	0
Helium	HGYUVPlanar	2	0
Helium	StatsAccumulator	2	0
Helium	std::__1::map<char const*, HGColorConform::hgColorConformRAWToLogEncoding, std::__1::less<char const*>, std::__1::allocator<std::__1::pair<char const* const, HGColorConform::hgColorConformRAWToLogEncoding>>>	2	0
Helium	std::__1::map<char const*, std::__1::pair<HGColorConform::hgColorConformLogLinearization, HGColorGamma::hgColorGammaLogGamut>, std::__1::less<char const*>, std::__1::allocator<std::__1::pair<char const* const, std::__1::pair<HGColorConform::hgColorConformLogLinearization, HGColorGamma::hgColorGammaLogGamut>>>>	2	0
Helium	operator<<(std::__1::basic_ostream<char, std::__1	2	0
Helium	HGPrefilterUtils	2	0
Helium	std::__1::vector<std::__1::shared_ptr<HGGPUComputeDevice const>, std::__1::allocator<std::__1::shared_ptr<HGGPUComputeDevice const>>>	2	0
Helium	HGPage	2	0
Helium	std::__1::vector<HGNodeChain, std::__1::allocator<HGNodeChain>>	2	0
Helium	virtual thunk to ROIStatIO	2	0
Helium	std::__1::vector<ROIStatIO::ROITestSet, std::__1::allocator<ROIStatIO::ROITestSet>>	2	0
Helium	virtual thunk to std::__1::basic_ofstream<char, std::__1::char_traits<char>>	2	0
Helium	HGCGL::RendererProperties	2	0
Helium	std::__1::vector<int, std::__1::allocator<int>>	2	0
Helium	virtual thunk to std::__1::basic_istringstream<char, std::__1::char_traits<char>, std::__1::allocator<char>>	2	0
Helium	std::__1::vector<std::__1::pair<HGProgramDescriptor::InputType, HGRef<HGProgramDescriptor>>, std::__1::allocator<std::__1::pair<HGProgramDescriptor::InputType, HGRef<HGProgramDescriptor>>>>	2	0
Helium	HGMetalHeapPool::Descriptor	2	0
Helium	HGPool::List<id<MTLHeap>, HGMetalHeapPool::Descriptor, true>	2	0
Helium	HGMetalBufferWrapperInfinipool::Descriptor	2	0
Helium	HGPool::List<id<MTLBuffer>, HGMetalBufferWrapperInfinipool::Descriptor, true>	2	0
Helium	HGMetalTextureWrapperInfinipool::Descriptor	2	0
Helium	HGPool::List<id<MTLTexture>, HGMetalTextureWrapperInfinipool::Descriptor, true>	2	0
Helium	bool HGMetalTexture::_canCreateTiledTexture<(HGMetalTexture	2	0
Helium	bool HGMetalTexture::_canCreateLinearTexture<(HGMetalTexture	2	0
Helium	HGMetalBufferPool::Descriptor	2	0
Helium	HGPool::List<id<MTLBuffer>, HGMetalBufferPool::Descriptor, true>	2	0
Helium	std::__1::vector<float vector[4], std::__1::allocator<float vector[4]>>	2	0
Helium	HGBitmap* HGHWBlend	2	0
Helium	std::__1::basic_string<char, std::__1::char_traits<char>, std::__1	2	0
Helium	std::__1::vector<unsigned char, std::__1::allocator<unsigned char>>	2	0
Helium	HGPool::List<__CVBuffer*, HGCVPixelBufferPool::Descriptor, true>	2	0
Helium	std::__1::deque<SessionInfo, std::__1::allocator<SessionInfo>>	2	0
Helium	HGBS	2	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelBase_Factory::getInstance()	1	0
ProChannel	std::__1::__invoke_result_impl<void, OZChannelBase_Factory::getInstance()::'lambda'()>::type std::__1::__invoke[abi:nqe210106]<OZChannelBase_Factory::getInstance()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannel_Factory::getInstance()	1	0
ProChannel	std::__1::__invoke_result_impl<void, OZChannel_Factory::getInstance()::'lambda'()>::type std::__1::__invoke[abi:nqe210106]<OZChannel_Factory::getInstance()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelDouble_Factory::getInstance()	1	0
ProChannel	std::__1::__invoke_result_impl<void, OZChannelDouble_Factory::getInstance()::'lambda'()>::type std::__1::__invoke[abi:nqe210106]<OZChannelDouble_Factory::getInstance()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelDouble::createOZChannelDoubleImpl()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZCurveDoubleSplineState::getInstance()	1	0
ProChannel	std::__1::__invoke_result_impl<void, OZCurveDoubleSplineState::getInstance()::'lambda'()>::type std::__1::__invoke[abi:nqe210106]<OZCurveDoubleSplineState::getInstance()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelBool_Factory::getInstance()	1	0
ProChannel	std::__1::__invoke_result_impl<void, OZChannelBool_Factory::getInstance()::'lambda'()>::type std::__1::__invoke[abi:nqe210106]<OZChannelBool_Factory::getInstance()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelUint32::createOZChannelUint32Info()	1	0
ProChannel	std::__1::__invoke_result_impl<void, OZChannelUint32::createOZChannelUint32Info()::'lambda'()>::type std::__1::__invoke[abi:nqe210106]<OZChannelUint32::createOZChannelUint32Info()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelUint32::createOZChannelUint32Impl()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelAngle_Factory::getInstance()	1	0
ProChannel	std::__1::__invoke_result_impl<void, OZChannelAngle_Factory::getInstance()::'lambda'()>::type std::__1::__invoke[abi:nqe210106]<OZChannelAngle_Factory::getInstance()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelAngle::createOZChannelAngleImpl()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelPercent_Factory::getInstance()	1	0
ProChannel	std::__1::__invoke_result_impl<void, OZChannelPercent_Factory::getInstance()::'lambda'()>::type std::__1::__invoke[abi:nqe210106]<OZChannelPercent_Factory::getInstance()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelShearAngle_Factory::getInstance()	1	0
ProChannel	std::__1::__invoke_result_impl<void, OZChannelShearAngle_Factory::getInstance()::'lambda'()>::type std::__1::__invoke[abi:nqe210106]<OZChannelShearAngle_Factory::getInstance()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelShearAngle::createOZChannelShearAngleInfo()	1	0
ProChannel	std::__1::__invoke_result_impl<void, OZChannelShearAngle::createOZChannelShearAngleInfo()::'lambda'()>::type std::__1::__invoke[abi:nqe210106]<OZChannelShearAngle::createOZChannelShearAngleInfo()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelShearAngle::createOZChannelShearAngleImpl()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelAspectRatio_Factory::getInstance()	1	0
ProChannel	std::__1::__invoke_result_impl<void, OZChannelAspectRatio_Factory::getInstance()::'lambda'()>::type std::__1::__invoke[abi:nqe210106]<OZChannelAspectRatio_Factory::getInstance()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelAspectRatio::createOZChannelAspectRatioInfo()	1	0
ProChannel	std::__1::__invoke_result_impl<void, OZChannelAspectRatio::createOZChannelAspectRatioInfo()::'lambda'()>::type std::__1::__invoke[abi:nqe210106]<OZChannelAspectRatio::createOZChannelAspectRatioInfo()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelAspectRatio::createOZChannelAspectRatioImpl()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelAspectRatioFootage_Factory::getInstance()	1	0
ProChannel	std::__1::__invoke_result_impl<void, OZChannelAspectRatioFootage_Factory::getInstance()::'lambda'()>::type std::__1::__invoke[abi:nqe210106]<OZChannelAspectRatioFootage_Factory::getInstance()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelAspectRatioFootage::createOZChannelAspectRatioFootageInfo()	1	0
ProChannel	std::__1::__invoke_result_impl<void, OZChannelAspectRatioFootage::createOZChannelAspectRatioFootageInfo()::'lambda'()>::type std::__1::__invoke[abi:nqe210106]<OZChannelAspectRatioFootage::createOZChannelAspectRatioFootageInfo()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelAspectRatioFootage::createOZChannelAspectRatioFootageImpl()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelGammaFootage_Factory::getInstance()	1	0
ProChannel	std::__1::__invoke_result_impl<void, OZChannelGammaFootage_Factory::getInstance()::'lambda'()>::type std::__1::__invoke[abi:nqe210106]<OZChannelGammaFootage_Factory::getInstance()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelGammaFootage::createOZChannelGammaFootageInfo()	1	0
ProChannel	std::__1::__invoke_result_impl<void, OZChannelGammaFootage::createOZChannelGammaFootageInfo()::'lambda'()>::type std::__1::__invoke[abi:nqe210106]<OZChannelGammaFootage::createOZChannelGammaFootageInfo()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelGammaFootage::createOZChannelGammaFootageImpl()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZCompoundChannel_Factory::getInstance()	1	0
ProChannel	std::__1::__invoke_result_impl<void, OZCompoundChannel_Factory::getInstance()::'lambda'()>::type std::__1::__invoke[abi:nqe210106]<OZCompoundChannel_Factory::getInstance()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannel2D_Factory::getInstance()	1	0
ProChannel	std::__1::__invoke_result_impl<void, OZChannel2D_Factory::getInstance()::'lambda'()>::type std::__1::__invoke[abi:nqe210106]<OZChannel2D_Factory::getInstance()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannel3D_Factory::getInstance()	1	0
ProChannel	std::__1::__invoke_result_impl<void, OZChannel3D_Factory::getInstance()::'lambda'()>::type std::__1::__invoke[abi:nqe210106]<OZChannel3D_Factory::getInstance()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelPosition3D_Factory::getInstance()	1	0
ProChannel	std::__1::__invoke_result_impl<void, OZChannelPosition3D_Factory::getInstance()::'lambda'()>::type std::__1::__invoke[abi:nqe210106]<OZChannelPosition3D_Factory::getInstance()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelRotation3D_Factory::getInstance()	1	0
ProChannel	std::__1::__invoke_result_impl<void, OZChannelRotation3D_Factory::getInstance()::'lambda'()>::type std::__1::__invoke[abi:nqe210106]<OZChannelRotation3D_Factory::getInstance()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelColorNoAlpha_Factory::getInstance()	1	0
ProChannel	std::__1::__invoke_result_impl<void, OZChannelColorNoAlpha_Factory::getInstance()::'lambda'()>::type std::__1::__invoke[abi:nqe210106]<OZChannelColorNoAlpha_Factory::getInstance()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelCrop_Factory::getInstance()	1	0
ProChannel	std::__1::__invoke_result_impl<void, OZChannelCrop_Factory::getInstance()::'lambda'()>::type std::__1::__invoke[abi:nqe210106]<OZChannelCrop_Factory::getInstance()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelGradientSampleAlpha_Factory::getInstance()	1	0
ProChannel	std::__1::__invoke_result_impl<void, OZChannelGradientSampleAlpha_Factory::getInstance()::'lambda'()>::type std::__1::__invoke[abi:nqe210106]<OZChannelGradientSampleAlpha_Factory::getInstance()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelButton_Factory::getInstance()	1	0
ProChannel	std::__1::__invoke_result_impl<void, OZChannelButton_Factory::getInstance()::'lambda'()>::type std::__1::__invoke[abi:nqe210106]<OZChannelButton_Factory::getInstance()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelScaleOverRange_Factory::getInstance()	1	0
ProChannel	std::__1::__invoke_result_impl<void, OZChannelScaleOverRange_Factory::getInstance()::'lambda'()>::type std::__1::__invoke[abi:nqe210106]<OZChannelScaleOverRange_Factory::getInstance()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelPercentOverRange_Factory::getInstance()	1	0
ProChannel	std::__1::__invoke_result_impl<void, OZChannelPercentOverRange_Factory::getInstance()::'lambda'()>::type std::__1::__invoke[abi:nqe210106]<OZChannelPercentOverRange_Factory::getInstance()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannel2DOverRange_Factory::getInstance()	1	0
ProChannel	std::__1::__invoke_result_impl<void, OZChannel2DOverRange_Factory::getInstance()::'lambda'()>::type std::__1::__invoke[abi:nqe210106]<OZChannel2DOverRange_Factory::getInstance()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelUint16::createOZChannelUint16Info()	1	0
ProChannel	std::__1::__invoke_result_impl<void, OZChannelUint16::createOZChannelUint16Info()::'lambda'()>::type std::__1::__invoke[abi:nqe210106]<OZChannelUint16::createOZChannelUint16Info()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelUint16::createOZChannelUint16Impl()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelSeed_Factory::getInstance()	1	0
ProChannel	std::__1::__invoke_result_impl<void, OZChannelSeed_Factory::getInstance()::'lambda'()>::type std::__1::__invoke[abi:nqe210106]<OZChannelSeed_Factory::getInstance()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelSeed::createOZChannelSeedInfo()	1	0
ProChannel	std::__1::__invoke_result_impl<void, OZChannelSeed::createOZChannelSeedInfo()::'lambda'()>::type std::__1::__invoke[abi:nqe210106]<OZChannelSeed::createOZChannelSeedInfo()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelSeed::createOZChannelSeedImpl()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelDecibel_Factory::getInstance()	1	0
ProChannel	std::__1::__invoke_result_impl<void, OZChannelDecibel_Factory::getInstance()::'lambda'()>::type std::__1::__invoke[abi:nqe210106]<OZChannelDecibel_Factory::getInstance()	1	0
ProChannel	void std::__1::__call_once_proxy[abi:nqe210106]<std::__1::tuple<OZChannelDecibel::createOZChannelDecibelInfo()	1	0
ProChannel	std::__1::__invoke_result_impl<void, OZChannelDecibel::createOZChannelDecibelInfo()::'lambda'()>::type std::__1::__invoke[abi:nqe210106]<OZChannelDecibel::createOZChannelDecibelInfo()	1	0
